url,note,modal_present,banner_present,tp_cookies_before,tp_cookies_after,tp_requests_before,tp_requests_after,tp_requests_total,tracking_tp_before,tracking_tp_after,tracking_tp_total,tracking_tp_additional,duration,tp_id_leaks_before,tp_cookie_sync_before,fingerprinting_before,tp_id_leaks_after,tp_cookie_sync_after,fingerprinting_after
https://www.helmholtz-muenchen.de,,0,1,1,1,1,1,1,1,1,1,0,8,0,0,0,0,0,0
https://opteamax.de,x,0,0,1,1,2,0,2,2,0,2,0,12,0,0,0,0,0,0
https://webgo.de,m,1,1,14,14,36,1,36,36,1,36,0,10,3,3,0,0,0,0
http://c-srv.de,x,0,0,1,1,1,0,1,1,0,1,0,6,0,0,0,0,0,0
https://fitforfun.de,m,1,1,0,26,21,74,89,21,73,88,67,10,1,0,0,66,31,0
https://concepto.de,,0,1,0,0,9,1,9,9,1,9,0,9,0,0,0,0,0,0
https://partnerpanel.de,x,0,0,0,0,3,0,3,3,0,3,0,5,0,0,0,0,0,0
https://pixelx.de,,0,1,0,0,5,8,11,5,8,11,6,6,0,0,0,1,0,0
https://fes.de,m,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
https://uni-hohenheim.de,x,0,0,0,0,3,0,3,3,0,3,0,6,0,0,0,0,0,0
https://testberichte.de,m,1,1,0,0,4,10,12,4,10,12,8,9,1,1,0,2,2,0
https://globalways.de,x,0,0,0,0,3,0,3,3,0,3,0,8,0,0,0,0,0,0
https://vogue.de,m,1,1,0,7,11,50,57,11,50,57,46,13,0,0,0,34,12,0
https://adns2.de,x,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
https://chip.de,m,1,1,0,11,6,35,40,6,35,40,34,18,3,0,0,19,12,0
https://piqs.de,x,0,0,8,8,25,1,26,24,1,25,1,11,8,3,0,0,0,0
http://domserver.de,m,1,1,2,2,3,2,3,3,2,3,0,7,3,3,0,0,0,0
https://bundeswehr.de,,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
https://etracker.de,x,0,0,0,0,3,0,3,3,0,3,0,6,0,0,0,0,0,0
https://tagesspiegel.de,m,1,1,1,26,30,79,108,30,79,108,78,11,1,0,0,23,18,0
https://surveymonkey.de,m,1,1,0,2,2,7,7,2,5,5,3,9,0,0,0,0,0,0
https://thueringer-allgemeine.de,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://mk.de,x,0,0,0,0,3,0,3,1,0,1,0,6,0,0,0,0,0,0
